building_id,forecast_origin,target_timestamp,horizon,actual,forecast,baseline
BLDG_002,2026-07-27 14:00:00,2026-07-27 22:00:00,8,103.911,106.386345,125.357
BLDG_002,2026-07-27 14:00:00,2026-07-27 23:00:00,9,104.417,108.037994,100.727
BLDG_002,2026-07-27 14:00:00,2026-07-28 00:00:00,10,97.677,109.86482,100.514
BLDG_002,2026-07-27 14:00:00,2026-07-28 01:00:00,11,99.963,108.90962,101.148
BLDG_002,2026-07-27 14:00:00,2026-07-28 02:00:00,12,103.313,108.636024,102.438
BLDG_002,2026-07-27 14:00:00,2026-07-28 03:00:00,13,107.4,109.231636,108.107
BLDG_002,2026-07-27 14:00:00,2026-07-28 04:00:00,14,110.288,110.1795,99.984
BLDG_002,2026-07-27 14:00:00,2026-07-28 05:00:00,15,109.976,111.04038,109.341
BLDG_002,2026-07-27 14:00:00,2026-07-28 06:00:00,16,105.604,109.02803,102.567
BLDG_002,2026-07-27 14:00:00,2026-07-28 07:00:00,17,108.227,114.792114,99.915
BLDG_002,2026-07-27 14:00:00,2026-07-28 08:00:00,18,308.371,313.99423,301.321
BLDG_002,2026-07-27 14:00:00,2026-07-28 09:00:00,19,302.033,303.57056,277.575
BLDG_002,2026-07-27 14:00:00,2026-07-28 10:00:00,20,256.356,305.03558,311.169
BLDG_002,2026-07-27 14:00:00,2026-07-28 11:00:00,21,304.19,307.81284,297.04
BLDG_002,2026-07-27 14:00:00,2026-07-28 12:00:00,22,310.803,305.30173,317.137
BLDG_002,2026-07-27 14:00:00,2026-07-28 13:00:00,23,300.524,302.90692,304.019
BLDG_002,2026-07-27 14:00:00,2026-07-28 14:00:00,24,272.717,300.75357,306.96
BLDG_002,2026-07-27 15:00:00,2026-07-27 16:00:00,1,306.262,294.16132,110.593
BLDG_002,2026-07-27 15:00:00,2026-07-27 17:00:00,2,302.168,299.85822,90.356
BLDG_002,2026-07-27 15:00:00,2026-07-27 18:00:00,3,293.768,304.21426,101.547
BLDG_002,2026-07-27 15:00:00,2026-07-27 19:00:00,4,292.732,294.13248,104.139
BLDG_002,2026-07-27 15:00:00,2026-07-27 20:00:00,5,113.84,108.36735,91.755
BLDG_002,2026-07-27 15:00:00,2026-07-27 21:00:00,6,112.646,105.016716,106.94
BLDG_002,2026-07-27 15:00:00,2026-07-27 22:00:00,7,103.911,106.707855,125.357
BLDG_002,2026-07-27 15:00:00,2026-07-27 23:00:00,8,104.417,108.077675,100.727
BLDG_002,2026-07-27 15:00:00,2026-07-28 00:00:00,9,97.677,109.67225,100.514
BLDG_002,2026-07-27 15:00:00,2026-07-28 01:00:00,10,99.963,108.45812,101.148
BLDG_002,2026-07-27 15:00:00,2026-07-28 02:00:00,11,103.313,108.15559,102.438
BLDG_002,2026-07-27 15:00:00,2026-07-28 03:00:00,12,107.4,108.86708,108.107
BLDG_002,2026-07-27 15:00:00,2026-07-28 04:00:00,13,110.288,110.00545,99.984
BLDG_002,2026-07-27 15:00:00,2026-07-28 05:00:00,14,109.976,111.08894,109.341
BLDG_002,2026-07-27 15:00:00,2026-07-28 06:00:00,15,105.604,109.03184,102.567
BLDG_002,2026-07-27 15:00:00,2026-07-28 07:00:00,16,108.227,113.47436,99.915
BLDG_002,2026-07-27 15:00:00,2026-07-28 08:00:00,17,308.371,313.78763,301.321
BLDG_002,2026-07-27 15:00:00,2026-07-28 09:00:00,18,302.033,303.04733,277.575
BLDG_002,2026-07-27 15:00:00,2026-07-28 10:00:00,19,256.356,305.3662,311.169
BLDG_002,2026-07-27 15:00:00,2026-07-28 11:00:00,20,304.19,307.52994,297.04
BLDG_002,2026-07-27 15:00:00,2026-07-28 12:00:00,21,310.803,304.76498,317.137
BLDG_002,2026-07-27 15:00:00,2026-07-28 13:00:00,22,300.524,302.2832,304.019
BLDG_002,2026-07-27 15:00:00,2026-07-28 14:00:00,23,272.717,300.06854,306.96
BLDG_002,2026-07-27 15:00:00,2026-07-28 15:00:00,24,305.475,298.86148,304.364
BLDG_002,2026-07-27 16:00:00,2026-07-27 17:00:00,1,302.168,304.68027,90.356
BLDG_002,2026-07-27 16:00:00,2026-07-27 18:00:00,2,293.768,304.88516,101.547
BLDG_002,2026-07-27 16:00:00,2026-07-27 19:00:00,3,292.732,292.22037,104.139
BLDG_002,2026-07-27 16:00:00,2026-07-27 20:00:00,4,113.84,106.65593,91.755
BLDG_002,2026-07-27 16:00:00,2026-07-27 21:00:00,5,112.646,106.71086,106.94
BLDG_002,2026-07-27 16:00:00,2026-07-27 22:00:00,6,103.911,107.59808,125.357
BLDG_002,2026-07-27 16:00:00,2026-07-27 23:00:00,7,104.417,108.01509,100.727
BLDG_002,2026-07-27 16:00:00,2026-07-28 00:00:00,8,97.677,109.12157,100.514
BLDG_002,2026-07-27 16:00:00,2026-07-28 01:00:00,9,99.963,107.68929,101.148
BLDG_002,2026-07-27 16:00:00,2026-07-28 02:00:00,10,103.313,107.591835,102.438
BLDG_002,2026-07-27 16:00:00,2026-07-28 03:00:00,11,107.4,108.616234,108.107
BLDG_002,2026-07-27 16:00:00,2026-07-28 04:00:00,12,110.288,110.11106,99.984
BLDG_002,2026-07-27 16:00:00,2026-07-28 05:00:00,13,109.976,111.53897,109.341
BLDG_002,2026-07-27 16:00:00,2026-07-28 06:00:00,14,105.604,109.24294,102.567
BLDG_002,2026-07-27 16:00:00,2026-07-28 07:00:00,15,108.227,112.187035,99.915
BLDG_002,2026-07-27 16:00:00,2026-07-28 08:00:00,16,308.371,316.28207,301.321
BLDG_002,2026-07-27 16:00:00,2026-07-28 09:00:00,17,302.033,303.17905,277.575
BLDG_002,2026-07-27 16:00:00,2026-07-28 10:00:00,18,256.356,306.5479,311.169
BLDG_002,2026-07-27 16:00:00,2026-07-28 11:00:00,19,304.19,308.23856,297.04
BLDG_002,2026-07-27 16:00:00,2026-07-28 12:00:00,20,310.803,305.1096,317.137
BLDG_002,2026-07-27 16:00:00,2026-07-28 13:00:00,21,300.524,302.58148,304.019
BLDG_002,2026-07-27 16:00:00,2026-07-28 14:00:00,22,272.717,300.24228,306.96
BLDG_002,2026-07-27 16:00:00,2026-07-28 15:00:00,23,305.475,298.65326,304.364
BLDG_002,2026-07-27 16:00:00,2026-07-28 16:00:00,24,305.56,298.5182,306.262
BLDG_002,2026-07-27 17:00:00,2026-07-27 18:00:00,1,293.768,314.59497,101.547
BLDG_002,2026-07-27 17:00:00,2026-07-27 19:00:00,2,292.732,286.16766,104.139
BLDG_002,2026-07-27 17:00:00,2026-07-27 20:00:00,3,113.84,103.54216,91.755
BLDG_002,2026-07-27 17:00:00,2026-07-27 21:00:00,4,112.646,108.12936,106.94
BLDG_002,2026-07-27 17:00:00,2026-07-27 22:00:00,5,103.911,108.17695,125.357
BLDG_002,2026-07-27 17:00:00,2026-07-27 23:00:00,6,104.417,107.30978,100.727
BLDG_002,2026-07-27 17:00:00,2026-07-28 00:00:00,7,97.677,108.05125,100.514
BLDG_002,2026-07-27 17:00:00,2026-07-28 01:00:00,8,99.963,106.662605,101.148
BLDG_002,2026-07-27 17:00:00,2026-07-28 02:00:00,9,103.313,107.077324,102.438
BLDG_002,2026-07-27 17:00:00,2026-07-28 03:00:00,10,107.4,108.61358,108.107
BLDG_002,2026-07-27 17:00:00,2026-07-28 04:00:00,11,110.288,110.62507,99.984
BLDG_002,2026-07-27 17:00:00,2026-07-28 05:00:00,12,109.976,112.60484,109.341
BLDG_002,2026-07-27 17:00:00,2026-07-28 06:00:00,13,105.604,110.43493,102.567
BLDG_002,2026-07-27 17:00:00,2026-07-28 07:00:00,14,108.227,114.62014,99.915
BLDG_002,2026-07-27 17:00:00,2026-07-28 08:00:00,15,308.371,321.98892,301.321
BLDG_002,2026-07-27 17:00:00,2026-07-28 09:00:00,16,302.033,304.30566,277.575
BLDG_002,2026-07-27 17:00:00,2026-07-28 10:00:00,17,256.356,307.59497,311.169
BLDG_002,2026-07-27 17:00:00,2026-07-28 11:00:00,18,304.19,309.91272,297.04
BLDG_002,2026-07-27 17:00:00,2026-07-28 12:00:00,19,310.803,306.8532,317.137
BLDG_002,2026-07-27 17:00:00,2026-07-28 13:00:00,20,300.524,304.64996,304.019
BLDG_002,2026-07-27 17:00:00,2026-07-28 14:00:00,21,272.717,302.42313,306.96
BLDG_002,2026-07-27 17:00:00,2026-07-28 15:00:00,22,305.475,300.49924,304.364
BLDG_002,2026-07-27 17:00:00,2026-07-28 16:00:00,23,305.56,299.18335,306.262
BLDG_002,2026-07-27 17:00:00,2026-07-28 17:00:00,24,296.32,299.43604,302.168
BLDG_002,2026-07-27 18:00:00,2026-07-27 19:00:00,1,292.732,275.34952,104.139
BLDG_002,2026-07-27 18:00:00,2026-07-27 20:00:00,2,113.84,115.76485,91.755
BLDG_002,2026-07-27 18:00:00,2026-07-27 21:00:00,3,112.646,104.406456,106.94
BLDG_002,2026-07-27 18:00:00,2026-07-27 22:00:00,4,103.911,105.65518,125.357
BLDG_002,2026-07-27 18:00:00,2026-07-27 23:00:00,5,104.417,105.61192,100.727
BLDG_002,2026-07-27 18:00:00,2026-07-28 00:00:00,6,97.677,106.53943,100.514
BLDG_002,2026-07-27 18:00:00,2026-07-28 01:00:00,7,99.963,105.83251,101.148
BLDG_002,2026-07-27 18:00:00,2026-07-28 02:00:00,8,103.313,107.062584,102.438
BLDG_002,2026-07-27 18:00:00,2026-07-28 03:00:00,9,107.4,109.0046,108.107
BLDG_002,2026-07-27 18:00:00,2026-07-28 04:00:00,10,110.288,110.92358,99.984
BLDG_002,2026-07-27 18:00:00,2026-07-28 05:00:00,11,109.976,112.549355,109.341
BLDG_002,2026-07-27 18:00:00,2026-07-28 06:00:00,12,105.604,110.43192,102.567
BLDG_002,2026-07-27 18:00:00,2026-07-28 07:00:00,13,108.227,117.390724,99.915
BLDG_002,2026-07-27 18:00:00,2026-07-28 08:00:00,14,308.371,322.19046,301.321
BLDG_002,2026-07-27 18:00:00,2026-07-28 09:00:00,15,302.033,303.02222,277.575
BLDG_002,2026-07-27 18:00:00,2026-07-28 10:00:00,16,256.356,306.93933,311.169
BLDG_002,2026-07-27 18:00:00,2026-07-28 11:00:00,17,304.19,309.1453,297.04
BLDG_002,2026-07-27 18:00:00,2026-07-28 12:00:00,18,310.803,307.41016,317.137
BLDG_002,2026-07-27 18:00:00,2026-07-28 13:00:00,19,300.524,306.04184,304.019
BLDG_002,2026-07-27 18:00:00,2026-07-28 14:00:00,20,272.717,304.0411,306.96
BLDG_002,2026-07-27 18:00:00,2026-07-28 15:00:00,21,305.475,301.83655,304.364
BLDG_002,2026-07-27 18:00:00,2026-07-28 16:00:00,22,305.56,299.59183,306.262
BLDG_002,2026-07-27 18:00:00,2026-07-28 17:00:00,23,296.32,297.8669,302.168
BLDG_002,2026-07-27 18:00:00,2026-07-28 18:00:00,24,300.352,297.99106,293.768
BLDG_002,2026-07-27 19:00:00,2026-07-27 20:00:00,1,113.84,117.16696,91.755
BLDG_002,2026-07-27 19:00:00,2026-07-27 21:00:00,2,112.646,106.048355,106.94
BLDG_002,2026-07-27 19:00:00,2026-07-27 22:00:00,3,103.911,106.14694,125.357
BLDG_002,2026-07-27 19:00:00,2026-07-27 23:00:00,4,104.417,105.474655,100.727
BLDG_002,2026-07-27 19:00:00,2026-07-28 00:00:00,5,97.677,106.397224,100.514
BLDG_002,2026-07-27 19:00:00,2026-07-28 01:00:00,6,99.963,106.57499,101.148
BLDG_002,2026-07-27 19:00:00,2026-07-28 02:00:00,7,103.313,107.721756,102.438
BLDG_002,2026-07-27 19:00:00,2026-07-28 03:00:00,8,107.4,108.98117,108.107
BLDG_002,2026-07-27 19:00:00,2026-07-28 04:00:00,9,110.288,109.978,99.984
BLDG_002,2026-07-27 19:00:00,2026-07-28 05:00:00,10,109.976,110.975845,109.341
BLDG_002,2026-07-27 19:00:00,2026-07-28 06:00:00,11,105.604,110.253746,102.567
BLDG_002,2026-07-27 19:00:00,2026-07-28 07:00:00,12,108.227,118.75514,99.915
BLDG_002,2026-07-27 19:00:00,2026-07-28 08:00:00,13,308.371,325.69308,301.321
BLDG_002,2026-07-27 19:00:00,2026-07-28 09:00:00,14,302.033,302.76697,277.575
BLDG_002,2026-07-27 19:00:00,2026-07-28 10:00:00,15,256.356,303.98602,311.169
BLDG_002,2026-07-27 19:00:00,2026-07-28 11:00:00,16,304.19,307.44138,297.04
BLDG_002,2026-07-27 19:00:00,2026-07-28 12:00:00,17,310.803,305.41232,317.137
BLDG_002,2026-07-27 19:00:00,2026-07-28 13:00:00,18,300.524,304.4309,304.019
BLDG_002,2026-07-27 19:00:00,2026-07-28 14:00:00,19,272.717,302.9456,306.96
BLDG_002,2026-07-27 19:00:00,2026-07-28 15:00:00,20,305.475,301.33524,304.364
BLDG_002,2026-07-27 19:00:00,2026-07-28 16:00:00,21,305.56,299.848,306.262
BLDG_002,2026-07-27 19:00:00,2026-07-28 17:00:00,22,296.32,298.7555,302.168
BLDG_002,2026-07-27 19:00:00,2026-07-28 18:00:00,23,300.352,298.4629,293.768
BLDG_002,2026-07-27 19:00:00,2026-07-28 19:00:00,24,294.541,300.1455,292.732
BLDG_002,2026-07-27 20:00:00,2026-07-27 21:00:00,1,112.646,102.25668,106.94
BLDG_002,2026-07-27 20:00:00,2026-07-27 22:00:00,2,103.911,105.7931,125.357
BLDG_002,2026-07-27 20:00:00,2026-07-27 23:00:00,3,104.417,107.71897,100.727
BLDG_002,2026-07-27 20:00:00,2026-07-28 00:00:00,4,97.677,107.43638,100.514
BLDG_002,2026-07-27 20:00:00,2026-07-28 01:00:00,5,99.963,106.92482,101.148
BLDG_002,2026-07-27 20:00:00,2026-07-28 02:00:00,6,103.313,107.94535,102.438
BLDG_002,2026-07-27 20:00:00,2026-07-28 03:00:00,7,107.4,109.6077,108.107
BLDG_002,2026-07-27 20:00:00,2026-07-28 04:00:00,8,110.288,111.13336,99.984
BLDG_002,2026-07-27 20:00:00,2026-07-28 05:00:00,9,109.976,112.05504,109.341
BLDG_002,2026-07-27 20:00:00,2026-07-28 06:00:00,10,105.604,109.45981,102.567
BLDG_002,2026-07-27 20:00:00,2026-07-28 07:00:00,11,108.227,117.14216,99.915
BLDG_002,2026-07-27 20:00:00,2026-07-28 08:00:00,12,308.371,320.9281,301.321
BLDG_002,2026-07-27 20:00:00,2026-07-28 09:00:00,13,302.033,300.55228,277.575
BLDG_002,2026-07-27 20:00:00,2026-07-28 10:00:00,14,256.356,303.757,311.169
BLDG_002,2026-07-27 20:00:00,2026-07-28 11:00:00,15,304.19,308.68924,297.04
BLDG_002,2026-07-27 20:00:00,2026-07-28 12:00:00,16,310.803,304.79214,317.137
BLDG_002,2026-07-27 20:00:00,2026-07-28 13:00:00,17,300.524,302.38278,304.019
BLDG_002,2026-07-27 20:00:00,2026-07-28 14:00:00,18,272.717,300.62546,306.96
BLDG_002,2026-07-27 20:00:00,2026-07-28 15:00:00,19,305.475,299.6431,304.364
BLDG_002,2026-07-27 20:00:00,2026-07-28 16:00:00,20,305.56,299.39316,306.262
BLDG_002,2026-07-27 20:00:00,2026-07-28 17:00:00,21,296.32,299.52405,302.168
BLDG_002,2026-07-27 20:00:00,2026-07-28 18:00:00,22,300.352,299.60535,293.768
BLDG_002,2026-07-27 20:00:00,2026-07-28 19:00:00,23,294.541,295.0898,292.732
BLDG_002,2026-07-27 20:00:00,2026-07-28 20:00:00,24,109.562,105.637,113.84
BLDG_002,2026-07-27 21:00:00,2026-07-27 22:00:00,1,103.911,113.17627,125.357
BLDG_002,2026-07-27 21:00:00,2026-07-27 23:00:00,2,104.417,106.83276,100.727
BLDG_002,2026-07-27 21:00:00,2026-07-28 00:00:00,3,97.677,109.40119,100.514
BLDG_002,2026-07-27 21:00:00,2026-07-28 01:00:00,4,99.963,107.90787,101.148
BLDG_002,2026-07-27 21:00:00,2026-07-28 02:00:00,5,103.313,107.953926,102.438
BLDG_002,2026-07-27 21:00:00,2026-07-28 03:00:00,6,107.4,109.33981,108.107
BLDG_002,2026-07-27 21:00:00,2026-07-28 04:00:00,7,110.288,110.93843,99.984
BLDG_002,2026-07-27 21:00:00,2026-07-28 05:00:00,8,109.976,112.03422,109.341
BLDG_002,2026-07-27 21:00:00,2026-07-28 06:00:00,9,105.604,110.24297,102.567
BLDG_002,2026-07-27 21:00:00,2026-07-28 07:00:00,10,108.227,115.84488,99.915
BLDG_002,2026-07-27 21:00:00,2026-07-28 08:00:00,11,308.371,320.67548,301.321
BLDG_002,2026-07-27 21:00:00,2026-07-28 09:00:00,12,302.033,303.5823,277.575
BLDG_002,2026-07-27 21:00:00,2026-07-28 10:00:00,13,256.356,305.01123,311.169
BLDG_002,2026-07-27 21:00:00,2026-07-28 11:00:00,14,304.19,308.7754,297.04
BLDG_002,2026-07-27 21:00:00,2026-07-28 12:00:00,15,310.803,304.73544,317.137
BLDG_002,2026-07-27 21:00:00,2026-07-28 13:00:00,16,300.524,302.24136,304.019
BLDG_002,2026-07-27 21:00:00,2026-07-28 14:00:00,17,272.717,300.55252,306.96
BLDG_002,2026-07-27 21:00:00,2026-07-28 15:00:00,18,305.475,299.73187,304.364
BLDG_002,2026-07-27 21:00:00,2026-07-28 16:00:00,19,305.56,299.76706,306.262
BLDG_002,2026-07-27 21:00:00,2026-07-28 17:00:00,20,296.32,300.43958,302.168
BLDG_002,2026-07-27 21:00:00,2026-07-28 18:00:00,21,300.352,301.79922,293.768
BLDG_002,2026-07-27 21:00:00,2026-07-28 19:00:00,22,294.541,300.07343,292.732
BLDG_002,2026-07-27 21:00:00,2026-07-28 20:00:00,23,109.562,106.255905,113.84
BLDG_002,2026-07-27 21:00:00,2026-07-28 21:00:00,24,93.752,107.15098,112.646
BLDG_002,2026-07-27 22:00:00,2026-07-27 23:00:00,1,104.417,112.25027,100.727
BLDG_002,2026-07-27 22:00:00,2026-07-28 00:00:00,2,97.677,108.00889,100.514
BLDG_002,2026-07-27 22:00:00,2026-07-28 01:00:00,3,99.963,108.87523,101.148
BLDG_002,2026-07-27 22:00:00,2026-07-28 02:00:00,4,103.313,108.57359,102.438
BLDG_002,2026-07-27 22:00:00,2026-07-28 03:00:00,5,107.4,109.49373,108.107
BLDG_002,2026-07-27 22:00:00,2026-07-28 04:00:00,6,110.288,110.95971,99.984
BLDG_002,2026-07-27 22:00:00,2026-07-28 05:00:00,7,109.976,111.96928,109.341
BLDG_002,2026-07-27 22:00:00,2026-07-28 06:00:00,8,105.604,110.024124,102.567
BLDG_002,2026-07-27 22:00:00,2026-07-28 07:00:00,9,108.227,113.26909,99.915
BLDG_002,2026-07-27 22:00:00,2026-07-28 08:00:00,10,308.371,317.04196,301.321
BLDG_002,2026-07-27 22:00:00,2026-07-28 09:00:00,11,302.033,303.55325,277.575
BLDG_002,2026-07-27 22:00:00,2026-07-28 10:00:00,12,256.356,304.70724,311.169
BLDG_002,2026-07-27 22:00:00,2026-07-28 11:00:00,13,304.19,308.66412,297.04
BLDG_002,2026-07-27 22:00:00,2026-07-28 12:00:00,14,310.803,304.90244,317.137
BLDG_002,2026-07-27 22:00:00,2026-07-28 13:00:00,15,300.524,302.56393,304.019
BLDG_002,2026-07-27 22:00:00,2026-07-28 14:00:00,16,272.717,300.9806,306.96
BLDG_002,2026-07-27 22:00:00,2026-07-28 15:00:00,17,305.475,300.23328,304.364
BLDG_002,2026-07-27 22:00:00,2026-07-28 16:00:00,18,305.56,300.34756,306.262
BLDG_002,2026-07-27 22:00:00,2026-07-28 17:00:00,19,296.32,301.07095,302.168
BLDG_002,2026-07-27 22:00:00,2026-07-28 18:00:00,20,300.352,302.3449,293.768
BLDG_002,2026-07-27 22:00:00,2026-07-28 19:00:00,21,294.541,301.00128,292.732
BLDG_002,2026-07-27 22:00:00,2026-07-28 20:00:00,22,109.562,107.44163,113.84
BLDG_002,2026-07-27 22:00:00,2026-07-28 21:00:00,23,93.752,107.389946,112.646
BLDG_002,2026-07-27 22:00:00,2026-07-28 22:00:00,24,97.041,105.763245,103.911
BLDG_002,2026-07-27 23:00:00,2026-07-28 00:00:00,1,97.677,113.94417,100.514
BLDG_002,2026-07-27 23:00:00,2026-07-28 01:00:00,2,99.963,106.415794,101.148
BLDG_002,2026-07-27 23:00:00,2026-07-28 02:00:00,3,103.313,109.26253,102.438
BLDG_002,2026-07-27 23:00:00,2026-07-28 03:00:00,4,107.4,110.16366,108.107
BLDG_002,2026-07-27 23:00:00,2026-07-28 04:00:00,5,110.288,111.228455,99.984
BLDG_002,2026-07-27 23:00:00,2026-07-28 05:00:00,6,109.976,112.03372,109.341
BLDG_002,2026-07-27 23:00:00,2026-07-28 06:00:00,7,105.604,109.49156,102.567
BLDG_002,2026-07-27 23:00:00,2026-07-28 07:00:00,8,108.227,111.23407,99.915
BLDG_002,2026-07-27 23:00:00,2026-07-28 08:00:00,9,308.371,314.34213,301.321
BLDG_002,2026-07-27 23:00:00,2026-07-28 09:00:00,10,302.033,303.35498,277.575
BLDG_002,2026-07-27 23:00:00,2026-07-28 10:00:00,11,256.356,304.45044,311.169
BLDG_002,2026-07-27 23:00:00,2026-07-28 11:00:00,12,304.19,308.5601,297.04
BLDG_002,2026-07-27 23:00:00,2026-07-28 12:00:00,13,310.803,304.88602,317.137
BLDG_002,2026-07-27 23:00:00,2026-07-28 13:00:00,14,300.524,302.55466,304.019
BLDG_002,2026-07-27 23:00:00,2026-07-28 14:00:00,15,272.717,301.00012,306.96
BLDG_002,2026-07-27 23:00:00,2026-07-28 15:00:00,16,305.475,300.28827,304.364
BLDG_002,2026-07-27 23:00:00,2026-07-28 16:00:00,17,305.56,300.4453,306.262
BLDG_002,2026-07-27 23:00:00,2026-07-28 17:00:00,18,296.32,301.1795,302.168
BLDG_002,2026-07-27 23:00:00,2026-07-28 18:00:00,19,300.352,302.34445,293.768
BLDG_002,2026-07-27 23:00:00,2026-07-28 19:00:00,20,294.541,300.98257,292.732
BLDG_002,2026-07-27 23:00:00,2026-07-28 20:00:00,21,109.562,108.696915,113.84
BLDG_002,2026-07-27 23:00:00,2026-07-28 21:00:00,22,93.752,107.45687,112.646
BLDG_002,2026-07-27 23:00:00,2026-07-28 22:00:00,23,97.041,106.01967,103.911
BLDG_002,2026-07-27 23:00:00,2026-07-28 23:00:00,24,112.476,105.43618,104.417
BLDG_002,2026-07-28 00:00:00,2026-07-28 01:00:00,1,99.963,111.29593,101.148
BLDG_002,2026-07-28 00:00:00,2026-07-28 02:00:00,2,103.313,106.8944,102.438
BLDG_002,2026-07-28 00:00:00,2026-07-28 03:00:00,3,107.4,111.01004,108.107
BLDG_002,2026-07-28 00:00:00,2026-07-28 04:00:00,4,110.288,112.16476,99.984
BLDG_002,2026-07-28 00:00:00,2026-07-28 05:00:00,5,109.976,112.60077,109.341
BLDG_002,2026-07-28 00:00:00,2026-07-28 06:00:00,6,105.604,109.16744,102.567
BLDG_002,2026-07-28 00:00:00,2026-07-28 07:00:00,7,108.227,112.06793,99.915
BLDG_002,2026-07-28 00:00:00,2026-07-28 08:00:00,8,308.371,313.87802,301.321
BLDG_002,2026-07-28 00:00:00,2026-07-28 09:00:00,9,302.033,302.44284,277.575
BLDG_002,2026-07-28 00:00:00,2026-07-28 10:00:00,10,256.356,304.07532,311.169
BLDG_002,2026-07-28 00:00:00,2026-07-28 11:00:00,11,304.19,308.19452,297.04
BLDG_002,2026-07-28 00:00:00,2026-07-28 12:00:00,12,310.803,304.61234,317.137
BLDG_002,2026-07-28 00:00:00,2026-07-28 13:00:00,13,300.524,302.35825,304.019
BLDG_002,2026-07-28 00:00:00,2026-07-28 14:00:00,14,272.717,300.8944,306.96
BLDG_002,2026-07-28 00:00:00,2026-07-28 15:00:00,15,305.475,300.275,304.364
BLDG_002,2026-07-28 00:00:00,2026-07-28 16:00:00,16,305.56,300.5108,306.262
BLDG_002,2026-07-28 00:00:00,2026-07-28 17:00:00,17,296.32,301.25775,302.168
BLDG_002,2026-07-28 00:00:00,2026-07-28 18:00:00,18,300.352,302.21304,293.768
BLDG_002,2026-07-28 00:00:00,2026-07-28 19:00:00,19,294.541,300.36136,292.732
BLDG_002,2026-07-28 00:00:00,2026-07-28 20:00:00,20,109.562,108.21031,113.84
BLDG_002,2026-07-28 00:00:00,2026-07-28 21:00:00,21,93.752,107.16828,112.646
BLDG_002,2026-07-28 00:00:00,2026-07-28 22:00:00,22,97.041,106.141205,103.911
BLDG_002,2026-07-28 00:00:00,2026-07-28 23:00:00,23,112.476,105.62499,104.417
BLDG_002,2026-07-28 00:00:00,2026-07-29 00:00:00,24,104.919,105.83034,97.677
BLDG_002,2026-07-28 01:00:00,2026-07-28 02:00:00,1,103.313,110.11301,102.438
BLDG_002,2026-07-28 01:00:00,2026-07-28 03:00:00,2,107.4,107.76961,108.107
BLDG_002,2026-07-28 01:00:00,2026-07-28 04:00:00,3,110.288,112.838066,99.984
BLDG_002,2026-07-28 01:00:00,2026-07-28 05:00:00,4,109.976,113.674995,109.341
BLDG_002,2026-07-28 01:00:00,2026-07-28 06:00:00,5,105.604,109.13948,102.567
BLDG_002,2026-07-28 01:00:00,2026-07-28 07:00:00,6,108.227,113.224266,99.915
BLDG_002,2026-07-28 01:00:00,2026-07-28 08:00:00,7,308.371,313.82745,301.321
BLDG_002,2026-07-28 01:00:00,2026-07-28 09:00:00,8,302.033,302.01584,277.575
BLDG_002,2026-07-28 01:00:00,2026-07-28 10:00:00,9,256.356,303.8289,311.169
BLDG_002,2026-07-28 01:00:00,2026-07-28 11:00:00,10,304.19,307.8403,297.04
BLDG_002,2026-07-28 01:00:00,2026-07-28 12:00:00,11,310.803,304.27646,317.137
BLDG_002,2026-07-28 01:00:00,2026-07-28 13:00:00,12,300.524,302.05698,304.019
BLDG_002,2026-07-28 01:00:00,2026-07-28 14:00:00,13,272.717,300.67368,306.96
BLDG_002,2026-07-28 01:00:00,2026-07-28 15:00:00,14,305.475,300.1514,304.364
BLDG_002,2026-07-28 01:00:00,2026-07-28 16:00:00,15,305.56,300.47272,306.262
BLDG_002,2026-07-28 01:00:00,2026-07-28 17:00:00,16,296.32,301.2407,302.168
BLDG_002,2026-07-28 01:00:00,2026-07-28 18:00:00,17,300.352,302.0434,293.768
BLDG_002,2026-07-28 01:00:00,2026-07-28 19:00:00,18,294.541,299.59177,292.732
BLDG_002,2026-07-28 01:00:00,2026-07-28 20:00:00,19,109.562,107.75462,113.84
BLDG_002,2026-07-28 01:00:00,2026-07-28 21:00:00,20,93.752,106.86973,112.646
BLDG_002,2026-07-28 01:00:00,2026-07-28 22:00:00,21,97.041,106.44466,103.911
BLDG_002,2026-07-28 01:00:00,2026-07-28 23:00:00,22,112.476,106.02416,104.417
BLDG_002,2026-07-28 01:00:00,2026-07-29 00:00:00,23,104.919,106.31509,97.677
BLDG_002,2026-07-28 01:00:00,2026-07-29 01:00:00,24,99.494,107.45567,99.963
BLDG_002,2026-07-28 02:00:00,2026-07-28 03:00:00,1,107.4,109.0883,108.107
BLDG_002,2026-07-28 02:00:00,2026-07-28 04:00:00,2,110.288,108.6338,99.984
BLDG_002,2026-07-28 02:00:00,2026-07-28 05:00:00,3,109.976,114.07319,109.341
BLDG_002,2026-07-28 02:00:00,2026-07-28 06:00:00,4,105.604,110.400925,102.567
BLDG_002,2026-07-28 02:00:00,2026-07-28 07:00:00,5,108.227,114.01354,99.915
BLDG_002,2026-07-28 02:00:00,2026-07-28 08:00:00,6,308.371,312.8309,301.321
BLDG_002,2026-07-28 02:00:00,2026-07-28 09:00:00,7,302.033,301.9512,277.575
BLDG_002,2026-07-28 02:00:00,2026-07-28 10:00:00,8,256.356,303.65274,311.169
BLDG_002,2026-07-28 02:00:00,2026-07-28 11:00:00,9,304.19,307.59128,297.04
BLDG_002,2026-07-28 02:00:00,2026-07-28 12:00:00,10,310.803,304.02264,317.137
